review_id,employee_id,review_year,performance_rating,bonus_band,goal_status
708105,14053,2024,3.4,Medium,Met
708106,14053,2025,3.7,High,Exceeded
708107,14054,2024,3.5,High,Met
708108,14054,2025,3.3,Low,Partially Met
708109,14055,2024,3.9,High,Met
708110,14055,2025,2.1,Medium,Partially Met
708111,14056,2024,3.0,High,Exceeded
708112,14056,2025,4.4,Medium,Met
708113,14057,2024,3.0,Medium,Exceeded
708114,14057,2025,3.2,Medium,Exceeded
708115,14058,2024,3.7,Medium,Met
708116,14058,2025,3.8,High,Partially Met
708117,14059,2024,3.6,Low,Exceeded
708118,14059,2025,3.1,Low,Met
708119,14060,2024,2.8,Medium,Met
708120,14060,2025,3.2,High,Met
708121,14061,2024,2.1,Low,Met
708122,14061,2025,3.1,Medium,Exceeded
708123,14062,2024,3.2,Medium,Met
708124,14062,2025,3.5,Medium,Exceeded
708125,14063,2024,3.4,Medium,Met
708126,14063,2025,3.0,Medium,Met
708127,14064,2024,3.2,Medium,Met
708128,14064,2025,2.1,Medium,Met
708129,14065,2024,3.3,Medium,Met
708130,14065,2025,4.4,Low,Exceeded
708131,14066,2024,2.8,Low,Met
708132,14066,2025,3.3,Medium,Exceeded
708133,14067,2024,3.4,High,Met
708134,14067,2025,1.8,Medium,Met
708135,14068,2024,2.6,Medium,Exceeded
708136,14068,2025,4.3,Medium,Met
708137,14069,2024,3.3,Medium,Met
708138,14069,2025,4.0,Low,Exceeded
708139,14070,2024,3.5,Medium,Partially Met
708140,14070,2025,4.2,Low,Met
708141,14071,2024,3.2,Low,Exceeded
708142,14071,2025,3.6,High,Met
708143,14072,2024,3.5,Medium,Exceeded
708144,14072,2025,3.1,High,Exceeded
708145,14073,2024,3.6,Medium,Partially Met
708146,14073,2025,3.5,Low,Partially Met
708147,14074,2024,3.4,High,Met
708148,14074,2025,2.9,Medium,Exceeded
708149,14075,2024,4.0,Low,Met
708150,14075,2025,2.8,Medium,Exceeded
708151,14076,2024,3.6,Low,Met
708152,14076,2025,3.8,Medium,Met
708153,14077,2024,2.6,Medium,Met
708154,14077,2025,3.7,Medium,Met
708155,14078,2024,1.7,Low,Met
708156,14078,2025,2.3,Medium,Met
708157,14079,2024,3.5,High,Met
708158,14079,2025,3.0,Medium,Met
708159,14080,2024,3.5,Medium,Exceeded
708160,14080,2025,3.5,High,Met
708161,14081,2024,3.3,Low,Met
708162,14081,2025,4.1,Medium,Met
708163,14082,2024,4.0,Medium,Exceeded
708164,14082,2025,3.3,High,Met
708165,14083,2024,3.1,Medium,Exceeded
708166,14083,2025,3.9,High,Exceeded
708167,14084,2024,3.4,Medium,Exceeded
708168,14084,2025,2.7,Medium,Met
708169,14085,2024,3.8,Medium,Met
708170,14085,2025,3.9,High,Met
708171,14086,2024,3.1,Low,Met
708172,14086,2025,3.2,Medium,Met
708173,14087,2024,3.4,Low,Exceeded
708174,14087,2025,3.5,Medium,Partially Met
708175,14088,2024,3.9,Low,Met
708176,14088,2025,3.9,Low,Exceeded
708177,14089,2024,2.9,Low,Partially Met
708178,14089,2025,1.6,Medium,Met
708179,14090,2024,4.3,Medium,Partially Met
708180,14090,2025,4.4,Medium,Partially Met
708181,14091,2024,3.9,Medium,Met
708182,14091,2025,4.4,Medium,Exceeded
708183,14092,2024,3.4,Low,Exceeded
708184,14092,2025,4.3,Medium,Exceeded
708185,14093,2024,3.6,Medium,Partially Met
708186,14093,2025,3.7,High,Met
708187,14094,2024,4.1,Medium,Met
708188,14094,2025,2.6,Medium,Exceeded
708189,14095,2024,2.2,Medium,Exceeded
708190,14095,2025,3.7,Medium,Met
708191,14096,2024,4.1,Medium,Met
708192,14096,2025,2.6,Medium,Partially Met
708193,14097,2024,3.2,High,Met
708194,14097,2025,3.2,Medium,Met
708195,14098,2024,2.7,Low,Exceeded
708196,14098,2025,2.9,Medium,Met
708197,14099,2024,3.2,Medium,Partially Met
708198,14099,2025,3.5,High,Met
708199,14100,2024,4.9,High,Met
708200,14100,2025,3.1,Medium,Met
708201,14101,2024,2.9,Low,Partially Met
708202,14101,2025,3.4,Medium,Met
708203,14102,2024,3.2,Medium,Met
708204,14102,2025,3.6,High,Partially Met
708205,14103,2024,1.7,High,Exceeded
708206,14103,2025,4.0,Medium,Met
708207,14104,2024,3.8,High,Met
708208,14104,2025,4.5,Medium,Met
708209,14105,2024,3.7,Medium,Met
708210,14105,2025,3.2,Medium,Partially Met
708211,14106,2024,1.6,Medium,Met
708212,14106,2025,2.3,Low,Met
708213,14107,2024,2.6,Medium,Met
708214,14107,2025,3.1,High,Met
708215,14108,2024,2.9,Medium,Met
708216,14108,2025,3.0,Medium,Met
708217,14109,2024,2.4,Medium,Met
708218,14109,2025,3.6,Medium,Met
708219,14110,2024,2.7,High,Met
708220,14110,2025,3.7,Medium,Met
708221,14111,2024,2.5,Medium,Exceeded
708222,14111,2025,4.0,Medium,Met
708223,14112,2024,2.8,Medium,Exceeded
708224,14112,2025,3.6,High,Partially Met
708225,14113,2024,3.3,Medium,Exceeded
708226,14113,2025,2.2,Medium,Met
708227,14114,2024,2.9,Low,Partially Met
708228,14114,2025,3.4,High,Exceeded
708229,14115,2024,2.9,High,Exceeded
708230,14115,2025,3.4,Medium,Met
708231,14116,2024,3.5,High,Exceeded
708232,14116,2025,2.9,Medium,Met
708233,14117,2024,3.6,High,Met
708234,14117,2025,2.3,High,Exceeded
708235,14118,2024,3.9,Medium,Partially Met
708236,14118,2025,2.5,High,Exceeded
708237,14119,2024,4.1,High,Met
708238,14119,2025,2.4,Low,Exceeded
708239,14120,2024,3.0,Low,Met
708240,14120,2025,3.3,Medium,Met
708241,14121,2024,1.8,Low,Met
708242,14121,2025,4.2,Medium,Met
708243,14122,2024,2.8,Low,Met
708244,14122,2025,2.9,High,Met
708245,14123,2024,3.2,High,Partially Met
708246,14123,2025,3.5,Low,Met
708247,14124,2024,4.7,Medium,Exceeded
708248,14124,2025,3.2,High,Exceeded
708249,14125,2024,4.2,Low,Met
708250,14125,2025,3.2,Medium,Met
708251,14126,2024,3.7,Low,Exceeded
708252,14126,2025,3.3,Medium,Met
708253,14127,2024,3.1,Low,Met
708254,14127,2025,3.8,Medium,Met
708255,14128,2024,3.4,High,Met
708256,14128,2025,4.6,Low,Met
708257,14129,2024,2.7,Medium,Met
708258,14129,2025,3.5,Medium,Met
708259,14130,2024,4.3,Medium,Met
708260,14130,2025,4.2,High,Met
708261,14131,2024,3.3,Low,Met
708262,14131,2025,3.0,High,Met
708263,14132,2024,4.6,Medium,Met
708264,14132,2025,3.3,High,Met
708265,14133,2024,3.1,Low,Partially Met
708266,14133,2025,3.5,Medium,Met
708267,14134,2024,3.6,Medium,Met
708268,14134,2025,3.1,Low,Met
708269,14135,2024,2.7,Medium,Exceeded
708270,14135,2025,2.9,Medium,Met
708271,14136,2024,3.2,Low,Met
708272,14136,2025,4.2,High,Met
708273,14137,2024,3.4,Medium,Met
708274,14137,2025,1.8,High,Exceeded
708275,14138,2024,3.3,Medium,Partially Met
708276,14138,2025,4.3,Medium,Exceeded
708277,14139,2024,3.0,High,Exceeded
708278,14139,2025,3.9,Medium,Partially Met
708279,14140,2024,3.2,High,Exceeded
708280,14140,2025,3.6,Low,Exceeded
708281,14141,2024,3.4,Medium,Met
708282,14141,2025,3.0,Medium,Met
708283,14142,2024,3.1,Medium,Met
708284,14142,2025,3.3,Medium,Met
708285,14143,2024,2.5,High,Met
708286,14143,2025,3.2,High,Met
708287,14144,2024,3.4,Low,Partially Met
708288,14144,2025,3.0,Low,Partially Met
708289,14145,2024,3.5,Medium,Met
708290,14145,2025,2.9,Medium,Met
708291,14146,2024,3.1,Medium,Met
708292,14146,2025,3.5,Medium,Exceeded
708293,14147,2024,4.0,Medium,Exceeded
708294,14147,2025,2.2,Medium,Met
708295,14148,2024,3.5,Medium,Partially Met
708296,14148,2025,2.9,Medium,Met
708297,14149,2024,4.5,High,Met
708298,14149,2025,3.9,Low,Partially Met
708299,14150,2024,3.1,Medium,Partially Met
708300,14150,2025,2.9,Medium,Partially Met
708301,14151,2024,1.8,Medium,Met
708302,14151,2025,3.1,Low,Met
708303,14152,2024,4.0,Medium,Met
708304,14152,2025,3.1,High,Partially Met
708305,14153,2024,3.1,Medium,Met
708306,14153,2025,3.6,Low,Met
708307,14154,2024,3.6,Medium,Met
708308,14154,2025,2.4,High,Met
708309,14155,2024,3.2,Medium,Met
708310,14155,2025,3.5,Medium,Met
708311,14156,2024,4.9,Medium,Met
708312,14156,2025,4.1,Medium,Met
708313,14157,2024,2.3,High,Met
708314,14157,2025,3.2,High,Met
708315,14158,2024,2.5,Medium,Partially Met
708316,14158,2025,3.0,Medium,Met
708317,14159,2024,3.0,Low,Met
708318,14159,2025,3.3,Medium,Partially Met
708319,14160,2024,2.6,Medium,Met
708320,14160,2025,3.2,Medium,Met
708321,14161,2024,4.4,Medium,Met
708322,14161,2025,3.9,Medium,Met
708323,14162,2024,3.6,Medium,Exceeded
708324,14162,2025,3.1,Medium,Met
708325,14163,2024,2.0,Medium,Met
708326,14163,2025,2.0,Medium,Exceeded
708327,14164,2024,3.5,Medium,Met
708328,14164,2025,2.5,High,Met
708329,14165,2024,1.5,Medium,Met
708330,14165,2025,4.2,Low,Met
708331,14166,2024,3.3,Low,Met
708332,14166,2025,3.4,Medium,Met
708333,14167,2024,3.8,Medium,Exceeded
708334,14167,2025,3.3,Medium,Met
708335,14168,2024,3.0,Medium,Met
708336,14168,2025,2.9,High,Met
708337,14169,2024,2.9,Medium,Met
708338,14169,2025,3.5,Medium,Met
708339,14170,2024,3.7,High,Met
708340,14170,2025,3.1,High,Met
708341,14171,2024,2.8,High,Exceeded
708342,14171,2025,3.1,Low,Met
708343,14172,2024,3.6,Medium,Partially Met
708344,14172,2025,2.6,Medium,Met
708345,14173,2024,2.8,Medium,Met
708346,14173,2025,3.9,Medium,Exceeded
708347,14174,2024,3.2,Medium,Exceeded
708348,14174,2025,3.3,Medium,Partially Met
708349,14175,2024,4.0,Medium,Exceeded
708350,14175,2025,4.1,High,Met
708351,14176,2024,3.1,Medium,Met
708352,14176,2025,4.6,Medium,Met
708353,14177,2024,2.9,High,Met
708354,14177,2025,3.3,Low,Exceeded
708355,14178,2024,3.1,Medium,Partially Met
708356,14178,2025,3.4,High,Partially Met
708357,14179,2024,3.2,Medium,Met
708358,14179,2025,2.8,Medium,Met
708359,14180,2024,4.0,Medium,Exceeded
708360,14180,2025,3.0,High,Exceeded
708361,14181,2024,3.2,Medium,Met
708362,14181,2025,3.5,High,Exceeded
708363,14182,2024,2.8,High,Met
708364,14182,2025,2.9,High,Met
708365,14183,2024,2.7,Medium,Met
708366,14183,2025,3.0,Medium,Met
708367,14184,2024,2.7,Medium,Met
708368,14184,2025,2.6,Medium,Met
708369,14185,2024,2.3,Medium,Met
708370,14185,2025,4.0,Medium,Met
708371,14186,2024,3.6,Medium,Met
708372,14186,2025,3.9,Medium,Exceeded
708373,14187,2024,3.5,Medium,Partially Met
708374,14187,2025,3.7,Low,Met
708375,14188,2024,4.7,Medium,Exceeded
708376,14188,2025,3.6,Medium,Met
708377,14189,2024,2.5,Low,Exceeded
708378,14189,2025,4.3,Medium,Met
708379,14190,2024,3.2,Medium,Met
708380,14190,2025,4.0,High,Partially Met
708381,14191,2024,3.1,High,Met
708382,14191,2025,4.3,Medium,Exceeded
708383,14192,2024,4.4,Low,Met
708384,14192,2025,4.0,Medium,Met
708385,14193,2024,2.9,Medium,Partially Met
708386,14193,2025,3.6,High,Exceeded
708387,14194,2024,3.5,High,Exceeded
708388,14194,2025,4.0,Medium,Exceeded
708389,14195,2024,4.3,Medium,Exceeded
708390,14195,2025,4.1,Medium,Met
708391,14196,2024,3.2,Low,Met
708392,14196,2025,4.3,Medium,Partially Met
708393,14197,2024,4.0,Medium,Met
708394,14197,2025,3.7,Medium,Met
708395,14198,2024,2.9,Medium,Partially Met
708396,14198,2025,3.0,Medium,Met
708397,14199,2024,5.0,Medium,Exceeded
708398,14199,2025,2.4,Medium,Exceeded
708399,14200,2024,2.6,Low,Met
708400,14200,2025,3.3,Low,Met
708401,14201,2024,3.8,High,Met
708402,14201,2025,2.8,High,Met
708403,14202,2024,2.4,Medium,Met
708404,14202,2025,2.6,Medium,Exceeded
708405,14203,2024,3.9,Medium,Met
708406,14203,2025,4.0,Medium,Exceeded
708407,14204,2024,3.5,Medium,Met
708408,14204,2025,3.3,Medium,Exceeded
708409,14205,2024,2.2,High,Exceeded
708410,14205,2025,2.3,High,Exceeded
708411,14206,2024,4.1,Medium,Met
708412,14206,2025,2.7,Low,Partially Met
708413,14207,2024,4.2,Medium,Met
708414,14207,2025,3.8,Medium,Met
708415,14208,2024,3.8,Low,Met
708416,14208,2025,4.0,Medium,Met
708417,14209,2024,4.2,Low,Met
708418,14209,2025,3.4,Low,Met
708419,14210,2024,3.5,Medium,Met
708420,14210,2025,2.5,Medium,Met
708421,14211,2024,2.9,High,Exceeded
708422,14211,2025,4.4,High,Met
708423,14212,2024,2.5,Medium,Met
708424,14212,2025,3.7,Medium,Exceeded
708425,14213,2024,2.2,Medium,Met
708426,14213,2025,3.1,Low,Met
708427,14214,2024,3.9,High,Partially Met
708428,14214,2025,3.5,Low,Met
708429,14215,2024,2.8,Medium,Exceeded
708430,14215,2025,1.9,Medium,Met
708431,14216,2024,4.5,High,Exceeded
708432,14216,2025,2.9,Low,Partially Met
708433,14217,2024,3.2,Low,Partially Met
708434,14217,2025,3.8,Medium,Met
708435,14218,2024,3.2,High,Met
708436,14218,2025,3.0,Low,Partially Met
708437,14219,2024,1.9,High,Met
708438,14219,2025,4.1,High,Met
708439,14220,2024,2.6,High,Met
708440,14220,2025,4.2,Medium,Exceeded
708441,14221,2024,4.7,Medium,Exceeded
708442,14221,2025,3.8,High,Met
708443,14222,2024,2.7,Low,Met
708444,14222,2025,3.9,Medium,Met
708445,14223,2024,2.7,Low,Partially Met
708446,14223,2025,3.5,Medium,Met
708447,14224,2024,4.0,Low,Met
708448,14224,2025,3.8,High,Exceeded
708449,14225,2024,2.8,Medium,Met
708450,14225,2025,3.1,Medium,Met
708451,14226,2024,5.0,Low,Met
708452,14226,2025,5.0,Low,Met
708453,14227,2024,4.0,Medium,Met
708454,14227,2025,3.2,High,Exceeded
708455,14228,2024,4.3,Medium,Exceeded
708456,14228,2025,4.3,Medium,Met
708457,14229,2024,4.5,High,Met
708458,14229,2025,3.4,High,Met
708459,14230,2024,3.6,Medium,Met
708460,14230,2025,3.7,Medium,Exceeded
708461,14231,2024,3.5,High,Exceeded
708462,14231,2025,3.4,High,Met
708463,14232,2024,2.5,Medium,Partially Met
708464,14232,2025,3.8,Medium,Met
708465,14233,2024,3.9,Medium,Met
708466,14233,2025,3.8,Medium,Met
708467,14234,2024,3.0,Low,Exceeded
708468,14234,2025,3.8,Medium,Met
708469,14235,2024,2.3,Low,Met
708470,14235,2025,3.6,Medium,Exceeded
708471,14236,2024,2.8,Medium,Met
708472,14236,2025,2.0,Medium,Met
708473,14237,2024,3.0,Medium,Met
708474,14237,2025,3.5,High,Met
708475,14238,2024,3.6,Low,Met
708476,14238,2025,3.8,Medium,Met
708477,14239,2024,3.0,Medium,Met
708478,14239,2025,3.1,Medium,Met
708479,14240,2024,1.8,High,Exceeded
708480,14240,2025,3.9,Medium,Exceeded
708481,14241,2024,3.8,Medium,Met
708482,14241,2025,2.6,Medium,Met
708483,14242,2024,3.6,Medium,Met
708484,14242,2025,4.0,Medium,Exceeded
708485,14243,2024,2.7,Medium,Met
708486,14243,2025,2.8,Low,Exceeded
708487,14244,2024,2.9,Medium,Met
708488,14244,2025,3.8,High,Exceeded
708489,14245,2024,3.4,Low,Exceeded
708490,14245,2025,4.5,Medium,Partially Met
708491,14246,2024,2.6,Medium,Met
708492,14246,2025,4.3,Low,Partially Met
708493,14247,2024,3.8,High,Met
708494,14247,2025,3.2,High,Met
708495,14248,2024,3.8,Medium,Met
708496,14248,2025,3.1,High,Met
708497,14249,2024,3.7,Low,Met
708498,14249,2025,3.3,High,Exceeded
708499,14250,2024,2.9,High,Met
708500,14250,2025,2.9,Medium,Partially Met
708501,14251,2024,3.9,Medium,Exceeded
708502,14251,2025,2.6,High,Met
708503,14252,2024,2.6,High,Exceeded
708504,14252,2025,3.0,Medium,Met
708505,14253,2024,3.8,High,Exceeded
708506,14253,2025,3.4,Medium,Met
708507,14254,2024,3.2,Medium,Exceeded
708508,14254,2025,3.7,Low,Met
708509,14255,2024,4.5,High,Exceeded
708510,14255,2025,3.1,Low,Partially Met
708511,14256,2024,3.8,Medium,Met
708512,14256,2025,3.3,Medium,Exceeded
708513,14257,2024,2.2,Low,Met
708514,14257,2025,2.6,Medium,Exceeded
708515,14258,2024,3.4,Medium,Met
708516,14258,2025,3.2,Low,Exceeded
708517,14259,2024,3.6,Medium,Met
708518,14259,2025,3.5,Low,Met
708519,14260,2024,3.3,Low,Exceeded
708520,14260,2025,3.0,Medium,Exceeded
708521,14261,2024,3.7,High,Met
708522,14261,2025,3.2,Low,Exceeded
708523,14262,2024,3.7,Low,Exceeded
708524,14262,2025,2.7,Medium,Met
708525,14263,2024,2.9,Medium,Met
708526,14263,2025,1.4,High,Met
708527,14264,2024,3.3,High,Met
708528,14264,2025,3.3,Low,Met
708529,14265,2024,2.7,Medium,Met
708530,14265,2025,3.3,High,Exceeded
708531,14266,2024,3.5,Medium,Exceeded
708532,14266,2025,3.1,High,Met
708533,14267,2024,3.1,High,Met
708534,14267,2025,2.3,High,Met
708535,14268,2024,3.8,Medium,Partially Met
708536,14268,2025,4.2,Medium,Partially Met
708537,14269,2024,3.8,Medium,Partially Met
708538,14269,2025,2.4,Medium,Partially Met
708539,14270,2024,3.5,Medium,Exceeded
708540,14270,2025,3.3,Medium,Partially Met
708541,14271,2024,3.8,Low,Partially Met
708542,14271,2025,3.2,Medium,Exceeded
708543,14272,2024,4.0,High,Exceeded
708544,14272,2025,3.0,Medium,Partially Met
708545,14273,2024,3.2,High,Exceeded
708546,14273,2025,3.9,Medium,Met
708547,14274,2024,3.0,Medium,Met
708548,14274,2025,3.9,Low,Met
708549,14275,2024,3.7,High,Exceeded
708550,14275,2025,3.7,Medium,Exceeded
708551,14276,2024,4.0,Low,Met
708552,14276,2025,3.6,Medium,Exceeded
708553,14277,2024,3.5,High,Met
708554,14277,2025,2.4,Low,Exceeded
708555,14278,2024,3.6,Low,Met
708556,14278,2025,3.9,Low,Partially Met
708557,14279,2024,4.2,Medium,Met
708558,14279,2025,3.8,Medium,Met
708559,14280,2024,3.1,Medium,Partially Met
708560,14280,2025,3.3,Medium,Met
708561,14281,2024,3.6,Medium,Partially Met
708562,14281,2025,4.4,Medium,Exceeded
708563,14282,2024,3.5,Medium,Met
708564,14282,2025,3.3,High,Met
708565,14283,2024,3.4,Medium,Met
708566,14283,2025,3.0,Low,Met
708567,14284,2024,3.9,Medium,Met
708568,14284,2025,2.6,Low,Met
708569,14285,2024,3.3,Medium,Met
708570,14285,2025,3.8,Medium,Met
708571,14286,2024,3.0,High,Met
708572,14286,2025,3.1,High,Met
708573,14287,2024,2.7,Medium,Partially Met
708574,14287,2025,3.2,Low,Met
708575,14288,2024,3.6,Low,Met
708576,14288,2025,2.1,Medium,Exceeded
708577,14289,2024,2.6,Medium,Partially Met
708578,14289,2025,3.2,Medium,Met
708579,14290,2024,1.9,Medium,Exceeded
708580,14290,2025,3.7,Medium,Partially Met
708581,14291,2024,2.2,Medium,Partially Met
708582,14291,2025,3.4,Low,Met
708583,14292,2024,3.0,Medium,Met
708584,14292,2025,3.7,Medium,Met
708585,14293,2024,2.6,Low,Met
708586,14293,2025,1.6,High,Partially Met
708587,14294,2024,4.1,Medium,Exceeded
708588,14294,2025,3.7,Medium,Met
708589,14295,2024,3.4,High,Partially Met
708590,14295,2025,3.2,Medium,Met
708591,14296,2024,4.0,Medium,Met
708592,14296,2025,4.2,Medium,Partially Met
708593,14297,2024,3.9,Low,Met
708594,14297,2025,3.2,Medium,Met
708595,14298,2024,3.4,Medium,Met
708596,14298,2025,2.9,Medium,Met
708597,14299,2024,3.5,Medium,Met
708598,14299,2025,4.1,High,Met
708599,14300,2024,2.2,Medium,Met
708600,14300,2025,2.9,Medium,Met
708601,14301,2024,3.8,High,Exceeded
708602,14301,2025,2.6,Medium,Partially Met
708603,14302,2024,4.5,Low,Exceeded
708604,14302,2025,3.5,High,Partially Met
708605,14303,2024,2.8,Low,Partially Met
708606,14303,2025,2.6,High,Exceeded
708607,14304,2024,3.6,Low,Partially Met
708608,14304,2025,3.3,Medium,Exceeded
708609,14305,2024,3.7,Low,Exceeded
708610,14305,2025,2.9,High,Met
708611,14306,2024,3.5,Low,Exceeded
708612,14306,2025,4.0,High,Partially Met
708613,14307,2024,3.1,Medium,Exceeded
708614,14307,2025,4.2,Medium,Met
708615,14308,2024,3.3,Medium,Met
708616,14308,2025,3.7,Medium,Exceeded
708617,14309,2024,3.5,High,Met
708618,14309,2025,3.2,Medium,Met
708619,14310,2024,3.8,Medium,Met
708620,14310,2025,2.7,High,Met
708621,14311,2024,3.7,Medium,Met
708622,14311,2025,3.5,Medium,Exceeded
708623,14312,2024,3.1,Medium,Met
708624,14312,2025,2.9,Medium,Met
708625,14313,2024,5.0,Medium,Exceeded
708626,14313,2025,4.1,Medium,Exceeded
708627,14314,2024,3.6,High,Exceeded
708628,14314,2025,4.0,Medium,Exceeded
708629,14315,2024,3.3,Medium,Met
708630,14315,2025,4.9,Medium,Met
708631,14316,2024,3.3,Medium,Met
708632,14316,2025,3.0,Medium,Met
708633,14317,2024,3.6,Medium,Exceeded
708634,14317,2025,3.6,Medium,Met
708635,14318,2024,3.5,High,Met
708636,14318,2025,4.1,Medium,Met
708637,14319,2024,3.5,Medium,Met
708638,14319,2025,3.4,High,Met
708639,14320,2024,3.1,Medium,Met
708640,14320,2025,3.5,Medium,Met
708641,14321,2024,2.7,High,Met
708642,14321,2025,3.2,Medium,Met
708643,14322,2024,3.3,Low,Met
708644,14322,2025,3.8,Medium,Met
708645,14323,2024,4.3,Medium,Met
708646,14323,2025,3.4,Low,Met
708647,14324,2024,2.8,Medium,Met
708648,14324,2025,3.3,Low,Exceeded
708649,14325,2024,2.8,High,Partially Met
708650,14325,2025,4.4,Medium,Exceeded
708651,14326,2024,3.7,Medium,Met
708652,14326,2025,3.4,Medium,Exceeded
708653,14327,2024,3.9,Medium,Met
708654,14327,2025,4.1,High,Partially Met
708655,14328,2024,3.5,Medium,Met
708656,14328,2025,3.7,Medium,Met
708657,14329,2024,2.1,High,Met
708658,14329,2025,4.0,Medium,Met
708659,14330,2024,3.7,Medium,Exceeded
708660,14330,2025,2.2,Medium,Exceeded
708661,14331,2024,3.3,Low,Partially Met
708662,14331,2025,3.7,High,Exceeded
708663,14332,2024,3.8,Medium,Met
708664,14332,2025,3.0,Low,Met
708665,14333,2024,2.8,High,Met
708666,14333,2025,1.8,Low,Met
708667,14334,2024,2.0,Low,Exceeded
708668,14334,2025,2.2,High,Met
708669,14335,2024,3.6,Low,Partially Met
708670,14335,2025,3.0,High,Exceeded
708671,14336,2024,3.8,Medium,Met
708672,14336,2025,3.7,High,Met
708673,14337,2024,3.3,Low,Met
708674,14337,2025,2.5,Medium,Partially Met
708675,14338,2024,3.4,Medium,Met
708676,14338,2025,3.2,Medium,Met
708677,14339,2024,3.4,Medium,Met
708678,14339,2025,2.5,Low,Exceeded
708679,14340,2024,4.5,Medium,Met
708680,14340,2025,2.2,Medium,Met
708681,14341,2024,2.8,High,Met
708682,14341,2025,3.2,Low,Met
708683,14342,2024,4.1,High,Exceeded
708684,14342,2025,3.6,High,Met
708685,14343,2024,3.9,Low,Exceeded
708686,14343,2025,3.6,Medium,Met
708687,14344,2024,2.3,High,Exceeded
708688,14344,2025,2.9,Medium,Met
708689,14345,2024,3.0,Medium,Exceeded
708690,14345,2025,3.4,Medium,Met
708691,14346,2024,4.1,High,Met
708692,14346,2025,2.8,Medium,Met
708693,14347,2024,2.8,High,Met
708694,14347,2025,3.5,Medium,Met
708695,14348,2024,3.5,Low,Met
708696,14348,2025,3.5,Medium,Met
708697,14349,2024,3.2,Low,Met
708698,14349,2025,4.4,High,Met
708699,14350,2024,3.1,Medium,Met
708700,14350,2025,3.9,Low,Exceeded
708701,14351,2024,4.1,Low,Met
708702,14351,2025,4.6,Medium,Exceeded
708703,14352,2024,3.3,Low,Met
708704,14352,2025,3.9,Medium,Met
708705,14353,2024,3.3,Medium,Met
708706,14353,2025,3.0,Medium,Met
708707,14354,2024,2.7,Medium,Exceeded
708708,14354,2025,3.4,Low,Exceeded
708709,14355,2024,4.5,High,Met
708710,14355,2025,3.1,Medium,Exceeded
708711,14356,2024,3.2,Medium,Met
708712,14356,2025,3.5,Medium,Met
708713,14357,2024,3.4,Medium,Partially Met
708714,14357,2025,3.6,Medium,Met
708715,14358,2024,3.0,High,Met
708716,14358,2025,3.2,Medium,Met
708717,14359,2024,3.1,Low,Partially Met
708718,14359,2025,2.4,Medium,Partially Met
708719,14360,2024,3.9,Medium,Met
708720,14360,2025,2.5,Medium,Met
708721,14361,2024,2.5,Low,Met
708722,14361,2025,3.6,Medium,Met
708723,14362,2024,3.0,Medium,Met
708724,14362,2025,1.7,High,Met
708725,14363,2024,3.6,Low,Exceeded
708726,14363,2025,4.0,Medium,Met
708727,14364,2024,4.2,Medium,Met
708728,14364,2025,4.4,High,Met
708729,14365,2024,3.2,Low,Exceeded
708730,14365,2025,2.0,Medium,Partially Met
708731,14366,2024,3.7,Medium,Partially Met
708732,14366,2025,3.9,High,Met
708733,14367,2024,2.7,Low,Met
708734,14367,2025,3.2,Medium,Exceeded
708735,14368,2024,3.2,High,Met
708736,14368,2025,2.2,Medium,Exceeded
708737,14369,2024,4.8,High,Partially Met
708738,14369,2025,3.6,Medium,Met
708739,14370,2024,3.1,Medium,Partially Met
708740,14370,2025,3.2,Medium,Met
708741,14371,2024,4.0,High,Met
708742,14371,2025,3.5,Low,Met
708743,14372,2024,3.1,Medium,Exceeded
708744,14372,2025,3.6,Medium,Met
708745,14373,2024,3.1,Medium,Met
708746,14373,2025,3.2,Low,Partially Met
708747,14374,2024,4.0,Low,Partially Met
708748,14374,2025,4.2,Medium,Met
708749,14375,2024,5.0,High,Exceeded
708750,14375,2025,4.2,Medium,Met
708751,14376,2024,3.5,Medium,Met
708752,14376,2025,2.8,Medium,Exceeded
708753,14377,2024,2.9,High,Partially Met
708754,14377,2025,3.7,Medium,Met
708755,14378,2024,3.5,High,Met
708756,14378,2025,2.7,Low,Met
708757,14379,2024,4.1,Medium,Met
708758,14379,2025,3.0,Medium,Exceeded
708759,14380,2024,4.2,High,Exceeded
708760,14380,2025,3.0,Medium,Partially Met
708761,14381,2024,3.6,Medium,Met
708762,14381,2025,4.3,Medium,Met
708763,14382,2024,2.4,Medium,Exceeded
708764,14382,2025,4.4,Medium,Met
708765,14383,2024,3.3,High,Met
708766,14383,2025,3.1,Medium,Exceeded
708767,14384,2024,4.0,Medium,Exceeded
708768,14384,2025,4.1,Medium,Exceeded
708769,14385,2024,3.5,Medium,Met
708770,14385,2025,3.5,Medium,Met
708771,14386,2024,5.0,High,Met
708772,14386,2025,2.9,High,Partially Met
708773,14387,2024,4.6,Medium,Partially Met
708774,14387,2025,3.5,Low,Met
708775,14388,2024,2.9,Medium,Met
708776,14388,2025,3.4,Medium,Met
708777,14389,2024,2.8,Medium,Met
708778,14389,2025,2.8,High,Met
708779,14390,2024,2.4,High,Partially Met
708780,14390,2025,4.0,Low,Met
708781,14391,2024,3.4,Medium,Partially Met
708782,14391,2025,4.0,Medium,Exceeded
708783,14392,2024,3.6,Low,Met
708784,14392,2025,4.0,High,Exceeded
708785,14393,2024,3.8,Low,Partially Met
