attendance_id,employee_id,attendance_date,attendance_status,working_hours
946587,13883,2025-03-01,Present,8
946588,13883,2025-04-01,Present,8
946589,13883,2025-05-01,Present,8
946590,13883,2025-06-01,Work From Home,8
946591,13883,2025-07-01,Work From Home,8
946592,13883,2025-08-01,Present,8
946593,13883,2025-09-01,Present,8
946594,13883,2025-10-01,Present,8
946595,13883,2025-11-01,Present,8
946596,13883,2025-12-01,Present,8
946597,13884,2025-01-01,Present,8
946598,13884,2025-02-01,Present,8
946599,13884,2025-03-01,Present,8
946600,13884,2025-04-01,Present,8
946601,13884,2025-05-01,Present,8
946602,13884,2025-06-01,Work From Home,8
946603,13884,2025-07-01,Work From Home,8
946604,13884,2025-08-01,Present,8
946605,13884,2025-09-01,Work From Home,8
946606,13884,2025-10-01,Present,8
946607,13884,2025-11-01,Present,8
946608,13884,2025-12-01,Absent,0
946609,13885,2025-01-01,Present,8
946610,13885,2025-02-01,Leave,0
946611,13885,2025-03-01,Present,8
946612,13885,2025-04-01,Present,8
946613,13885,2025-05-01,Present,8
946614,13885,2025-06-01,Present,8
946615,13885,2025-07-01,Present,8
946616,13885,2025-08-01,Present,8
946617,13885,2025-09-01,Present,8
946618,13885,2025-10-01,Absent,0
946619,13885,2025-11-01,Present,8
946620,13885,2025-12-01,Work From Home,8
946621,13886,2025-01-01,Present,8
946622,13886,2025-02-01,Present,8
946623,13886,2025-03-01,Present,8
946624,13886,2025-04-01,Present,8
946625,13886,2025-05-01,Absent,0
946626,13886,2025-06-01,Present,8
946627,13886,2025-07-01,Work From Home,8
946628,13886,2025-08-01,Present,8
946629,13886,2025-09-01,Present,8
946630,13886,2025-10-01,Present,8
946631,13886,2025-11-01,Present,8
946632,13886,2025-12-01,Present,8
946633,13887,2025-01-01,Present,8
946634,13887,2025-02-01,Work From Home,8
946635,13887,2025-03-01,Work From Home,8
946636,13887,2025-04-01,Present,8
946637,13887,2025-05-01,Present,8
946638,13887,2025-06-01,Present,8
946639,13887,2025-07-01,Present,8
946640,13887,2025-08-01,Absent,0
946641,13887,2025-09-01,Present,8
946642,13887,2025-10-01,Work From Home,8
946643,13887,2025-11-01,Present,8
946644,13887,2025-12-01,Present,8
946645,13888,2025-01-01,Present,8
946646,13888,2025-02-01,Present,8
946647,13888,2025-03-01,Present,8
946648,13888,2025-04-01,Present,8
946649,13888,2025-05-01,Present,8
946650,13888,2025-06-01,Present,8
946651,13888,2025-07-01,Present,8
946652,13888,2025-08-01,Present,8
946653,13888,2025-09-01,Present,8
946654,13888,2025-10-01,Present,8
946655,13888,2025-11-01,Present,8
946656,13888,2025-12-01,Present,8
946657,13889,2025-01-01,Present,8
946658,13889,2025-02-01,Work From Home,8
946659,13889,2025-03-01,Present,8
946660,13889,2025-04-01,Present,8
946661,13889,2025-05-01,Absent,0
946662,13889,2025-06-01,Present,8
946663,13889,2025-07-01,Work From Home,8
946664,13889,2025-08-01,Present,8
946665,13889,2025-09-01,Present,8
946666,13889,2025-10-01,Present,8
946667,13889,2025-11-01,Present,8
946668,13889,2025-12-01,Present,8
946669,13890,2025-01-01,Work From Home,8
946670,13890,2025-02-01,Present,8
946671,13890,2025-03-01,Present,8
946672,13890,2025-04-01,Work From Home,8
946673,13890,2025-05-01,Present,8
946674,13890,2025-06-01,Present,8
946675,13890,2025-07-01,Present,8
946676,13890,2025-08-01,Present,8
946677,13890,2025-09-01,Present,8
946678,13890,2025-10-01,Present,8
946679,13890,2025-11-01,Present,8
946680,13890,2025-12-01,Present,8
946681,13891,2025-01-01,Present,8
946682,13891,2025-02-01,Present,8
946683,13891,2025-03-01,Work From Home,8
946684,13891,2025-04-01,Work From Home,8
946685,13891,2025-05-01,Present,8
946686,13891,2025-06-01,Work From Home,8
946687,13891,2025-07-01,Present,8
946688,13891,2025-08-01,Present,8
946689,13891,2025-09-01,Absent,0
946690,13891,2025-10-01,Present,8
946691,13891,2025-11-01,Work From Home,8
946692,13891,2025-12-01,Present,8
946693,13892,2025-01-01,Leave,0
946694,13892,2025-02-01,Leave,0
946695,13892,2025-03-01,Present,8
946696,13892,2025-04-01,Work From Home,8
946697,13892,2025-05-01,Present,8
946698,13892,2025-06-01,Present,8
946699,13892,2025-07-01,Present,8
946700,13892,2025-08-01,Work From Home,8
946701,13892,2025-09-01,Present,8
946702,13892,2025-10-01,Absent,0
946703,13892,2025-11-01,Present,8
946704,13892,2025-12-01,Work From Home,8
946705,13893,2025-01-01,Present,8
946706,13893,2025-02-01,Present,8
946707,13893,2025-03-01,Present,8
946708,13893,2025-04-01,Work From Home,8
946709,13893,2025-05-01,Present,8
946710,13893,2025-06-01,Present,8
946711,13893,2025-07-01,Present,8
946712,13893,2025-08-01,Present,8
946713,13893,2025-09-01,Present,8
946714,13893,2025-10-01,Present,8
946715,13893,2025-11-01,Present,8
946716,13893,2025-12-01,Present,8
946717,13894,2025-01-01,Present,8
946718,13894,2025-02-01,Present,8
946719,13894,2025-03-01,Present,8
946720,13894,2025-04-01,Present,8
946721,13894,2025-05-01,Work From Home,8
946722,13894,2025-06-01,Present,8
946723,13894,2025-07-01,Present,8
946724,13894,2025-08-01,Leave,0
946725,13894,2025-09-01,Present,8
946726,13894,2025-10-01,Leave,0
946727,13894,2025-11-01,Present,8
946728,13894,2025-12-01,Leave,0
946729,13895,2025-01-01,Present,8
946730,13895,2025-02-01,Present,8
946731,13895,2025-03-01,Present,8
946732,13895,2025-04-01,Present,8
946733,13895,2025-05-01,Present,8
946734,13895,2025-06-01,Present,8
946735,13895,2025-07-01,Present,8
946736,13895,2025-08-01,Present,8
946737,13895,2025-09-01,Present,8
946738,13895,2025-10-01,Present,8
946739,13895,2025-11-01,Present,8
946740,13895,2025-12-01,Present,8
946741,13896,2025-01-01,Leave,0
946742,13896,2025-02-01,Present,8
946743,13896,2025-03-01,Work From Home,8
946744,13896,2025-04-01,Present,8
946745,13896,2025-05-01,Work From Home,8
946746,13896,2025-06-01,Present,8
946747,13896,2025-07-01,Leave,0
946748,13896,2025-08-01,Present,8
946749,13896,2025-09-01,Absent,0
946750,13896,2025-10-01,Work From Home,8
946751,13896,2025-11-01,Work From Home,8
946752,13896,2025-12-01,Present,8
946753,13897,2025-01-01,Present,8
946754,13897,2025-02-01,Present,8
946755,13897,2025-03-01,Present,8
946756,13897,2025-04-01,Present,8
946757,13897,2025-05-01,Work From Home,8
946758,13897,2025-06-01,Work From Home,8
946759,13897,2025-07-01,Work From Home,8
946760,13897,2025-08-01,Absent,0
946761,13897,2025-09-01,Present,8
946762,13897,2025-10-01,Present,8
946763,13897,2025-11-01,Present,8
946764,13897,2025-12-01,Absent,0
946765,13898,2025-01-01,Present,8
946766,13898,2025-02-01,Present,8
946767,13898,2025-03-01,Work From Home,8
946768,13898,2025-04-01,Present,8
946769,13898,2025-05-01,Work From Home,8
946770,13898,2025-06-01,Present,8
946771,13898,2025-07-01,Present,8
946772,13898,2025-08-01,Present,8
946773,13898,2025-09-01,Present,8
946774,13898,2025-10-01,Leave,0
946775,13898,2025-11-01,Present,8
946776,13898,2025-12-01,Present,8
946777,13899,2025-01-01,Present,8
946778,13899,2025-02-01,Absent,0
946779,13899,2025-03-01,Leave,0
946780,13899,2025-04-01,Present,8
946781,13899,2025-05-01,Absent,0
946782,13899,2025-06-01,Work From Home,8
946783,13899,2025-07-01,Present,8
946784,13899,2025-08-01,Absent,0
946785,13899,2025-09-01,Present,8
946786,13899,2025-10-01,Present,8
946787,13899,2025-11-01,Absent,0
946788,13899,2025-12-01,Present,8
946789,13900,2025-01-01,Present,8
946790,13900,2025-02-01,Present,8
946791,13900,2025-03-01,Present,8
946792,13900,2025-04-01,Present,8
946793,13900,2025-05-01,Present,8
946794,13900,2025-06-01,Leave,0
946795,13900,2025-07-01,Present,8
946796,13900,2025-08-01,Work From Home,8
946797,13900,2025-09-01,Present,8
946798,13900,2025-10-01,Present,8
946799,13900,2025-11-01,Absent,0
946800,13900,2025-12-01,Present,8
946801,13901,2025-01-01,Present,8
946802,13901,2025-02-01,Present,8
946803,13901,2025-03-01,Present,8
946804,13901,2025-04-01,Absent,0
946805,13901,2025-05-01,Present,8
946806,13901,2025-06-01,Present,8
946807,13901,2025-07-01,Present,8
946808,13901,2025-08-01,Absent,0
946809,13901,2025-09-01,Present,8
946810,13901,2025-10-01,Present,8
946811,13901,2025-11-01,Work From Home,8
946812,13901,2025-12-01,Present,8
946813,13902,2025-01-01,Present,8
946814,13902,2025-02-01,Present,8
946815,13902,2025-03-01,Work From Home,8
946816,13902,2025-04-01,Present,8
946817,13902,2025-05-01,Work From Home,8
946818,13902,2025-06-01,Present,8
946819,13902,2025-07-01,Present,8
946820,13902,2025-08-01,Present,8
946821,13902,2025-09-01,Present,8
946822,13902,2025-10-01,Present,8
946823,13902,2025-11-01,Present,8
946824,13902,2025-12-01,Present,8
946825,13903,2025-01-01,Present,8
946826,13903,2025-02-01,Present,8
946827,13903,2025-03-01,Present,8
946828,13903,2025-04-01,Present,8
946829,13903,2025-05-01,Present,8
946830,13903,2025-06-01,Leave,0
946831,13903,2025-07-01,Present,8
946832,13903,2025-08-01,Present,8
946833,13903,2025-09-01,Present,8
946834,13903,2025-10-01,Absent,0
946835,13903,2025-11-01,Present,8
946836,13903,2025-12-01,Present,8
946837,13904,2025-01-01,Work From Home,8
946838,13904,2025-02-01,Present,8
946839,13904,2025-03-01,Present,8
946840,13904,2025-04-01,Present,8
946841,13904,2025-05-01,Present,8
946842,13904,2025-06-01,Present,8
946843,13904,2025-07-01,Present,8
946844,13904,2025-08-01,Work From Home,8
946845,13904,2025-09-01,Present,8
946846,13904,2025-10-01,Work From Home,8
946847,13904,2025-11-01,Leave,0
946848,13904,2025-12-01,Present,8
946849,13905,2025-01-01,Present,8
946850,13905,2025-02-01,Present,8
946851,13905,2025-03-01,Present,8
946852,13905,2025-04-01,Present,8
946853,13905,2025-05-01,Present,8
946854,13905,2025-06-01,Present,8
946855,13905,2025-07-01,Leave,0
946856,13905,2025-08-01,Present,8
946857,13905,2025-09-01,Present,8
946858,13905,2025-10-01,Present,8
946859,13905,2025-11-01,Leave,0
946860,13905,2025-12-01,Present,8
946861,13906,2025-01-01,Present,8
946862,13906,2025-02-01,Work From Home,8
946863,13906,2025-03-01,Present,8
946864,13906,2025-04-01,Present,8
946865,13906,2025-05-01,Present,8
946866,13906,2025-06-01,Leave,0
946867,13906,2025-07-01,Present,8
946868,13906,2025-08-01,Present,8
946869,13906,2025-09-01,Present,8
946870,13906,2025-10-01,Leave,0
946871,13906,2025-11-01,Present,8
946872,13906,2025-12-01,Present,8
946873,13907,2025-01-01,Leave,0
946874,13907,2025-02-01,Present,8
946875,13907,2025-03-01,Present,8
946876,13907,2025-04-01,Present,8
946877,13907,2025-05-01,Leave,0
946878,13907,2025-06-01,Present,8
946879,13907,2025-07-01,Present,8
946880,13907,2025-08-01,Present,8
946881,13907,2025-09-01,Leave,0
946882,13907,2025-10-01,Present,8
946883,13907,2025-11-01,Present,8
946884,13907,2025-12-01,Leave,0
946885,13908,2025-01-01,Present,8
946886,13908,2025-02-01,Present,8
946887,13908,2025-03-01,Present,8
946888,13908,2025-04-01,Work From Home,8
946889,13908,2025-05-01,Work From Home,8
946890,13908,2025-06-01,Present,8
946891,13908,2025-07-01,Leave,0
946892,13908,2025-08-01,Present,8
946893,13908,2025-09-01,Present,8
946894,13908,2025-10-01,Present,8
946895,13908,2025-11-01,Leave,0
946896,13908,2025-12-01,Present,8
946897,13909,2025-01-01,Present,8
946898,13909,2025-02-01,Present,8
946899,13909,2025-03-01,Present,8
946900,13909,2025-04-01,Present,8
946901,13909,2025-05-01,Absent,0
946902,13909,2025-06-01,Present,8
946903,13909,2025-07-01,Present,8
946904,13909,2025-08-01,Present,8
946905,13909,2025-09-01,Present,8
946906,13909,2025-10-01,Leave,0
946907,13909,2025-11-01,Leave,0
946908,13909,2025-12-01,Present,8
946909,13910,2025-01-01,Present,8
946910,13910,2025-02-01,Present,8
946911,13910,2025-03-01,Present,8
946912,13910,2025-04-01,Work From Home,8
946913,13910,2025-05-01,Present,8
946914,13910,2025-06-01,Present,8
946915,13910,2025-07-01,Present,8
946916,13910,2025-08-01,Present,8
946917,13910,2025-09-01,Present,8
946918,13910,2025-10-01,Present,8
946919,13910,2025-11-01,Present,8
946920,13910,2025-12-01,Present,8
946921,13911,2025-01-01,Leave,0
946922,13911,2025-02-01,Present,8
946923,13911,2025-03-01,Present,8
946924,13911,2025-04-01,Present,8
946925,13911,2025-05-01,Present,8
946926,13911,2025-06-01,Present,8
946927,13911,2025-07-01,Present,8
946928,13911,2025-08-01,Absent,0
946929,13911,2025-09-01,Present,8
946930,13911,2025-10-01,Present,8
946931,13911,2025-11-01,Present,8
946932,13911,2025-12-01,Present,8
946933,13912,2025-01-01,Present,8
946934,13912,2025-02-01,Present,8
946935,13912,2025-03-01,Present,8
946936,13912,2025-04-01,Present,8
946937,13912,2025-05-01,Work From Home,8
946938,13912,2025-06-01,Present,8
946939,13912,2025-07-01,Work From Home,8
946940,13912,2025-08-01,Present,8
946941,13912,2025-09-01,Present,8
946942,13912,2025-10-01,Work From Home,8
946943,13912,2025-11-01,Present,8
946944,13912,2025-12-01,Present,8
946945,13913,2025-01-01,Present,8
946946,13913,2025-02-01,Present,8
946947,13913,2025-03-01,Present,8
946948,13913,2025-04-01,Present,8
946949,13913,2025-05-01,Present,8
946950,13913,2025-06-01,Work From Home,8
946951,13913,2025-07-01,Present,8
946952,13913,2025-08-01,Present,8
946953,13913,2025-09-01,Present,8
946954,13913,2025-10-01,Present,8
946955,13913,2025-11-01,Present,8
946956,13913,2025-12-01,Work From Home,8
946957,13914,2025-01-01,Work From Home,8
946958,13914,2025-02-01,Present,8
946959,13914,2025-03-01,Work From Home,8
946960,13914,2025-04-01,Present,8
946961,13914,2025-05-01,Work From Home,8
946962,13914,2025-06-01,Present,8
946963,13914,2025-07-01,Present,8
946964,13914,2025-08-01,Leave,0
946965,13914,2025-09-01,Present,8
946966,13914,2025-10-01,Present,8
946967,13914,2025-11-01,Present,8
946968,13914,2025-12-01,Present,8
946969,13915,2025-01-01,Work From Home,8
946970,13915,2025-02-01,Leave,0
946971,13915,2025-03-01,Leave,0
946972,13915,2025-04-01,Present,8
946973,13915,2025-05-01,Present,8
946974,13915,2025-06-01,Present,8
946975,13915,2025-07-01,Present,8
946976,13915,2025-08-01,Work From Home,8
946977,13915,2025-09-01,Work From Home,8
946978,13915,2025-10-01,Leave,0
946979,13915,2025-11-01,Present,8
946980,13915,2025-12-01,Present,8
946981,13916,2025-01-01,Present,8
946982,13916,2025-02-01,Present,8
946983,13916,2025-03-01,Present,8
946984,13916,2025-04-01,Present,8
946985,13916,2025-05-01,Work From Home,8
946986,13916,2025-06-01,Present,8
946987,13916,2025-07-01,Present,8
946988,13916,2025-08-01,Present,8
946989,13916,2025-09-01,Present,8
946990,13916,2025-10-01,Present,8
946991,13916,2025-11-01,Present,8
946992,13916,2025-12-01,Present,8
946993,13917,2025-01-01,Present,8
946994,13917,2025-02-01,Work From Home,8
946995,13917,2025-03-01,Present,8
946996,13917,2025-04-01,Present,8
946997,13917,2025-05-01,Present,8
946998,13917,2025-06-01,Present,8
946999,13917,2025-07-01,Present,8
947000,13917,2025-08-01,Present,8
947001,13917,2025-09-01,Present,8
947002,13917,2025-10-01,Present,8
947003,13917,2025-11-01,Leave,0
947004,13917,2025-12-01,Present,8
947005,13918,2025-01-01,Present,8
947006,13918,2025-02-01,Work From Home,8
947007,13918,2025-03-01,Present,8
947008,13918,2025-04-01,Work From Home,8
947009,13918,2025-05-01,Present,8
947010,13918,2025-06-01,Present,8
947011,13918,2025-07-01,Work From Home,8
947012,13918,2025-08-01,Present,8
947013,13918,2025-09-01,Present,8
947014,13918,2025-10-01,Absent,0
947015,13918,2025-11-01,Present,8
947016,13918,2025-12-01,Leave,0
947017,13919,2025-01-01,Work From Home,8
947018,13919,2025-02-01,Work From Home,8
947019,13919,2025-03-01,Absent,0
947020,13919,2025-04-01,Leave,0
947021,13919,2025-05-01,Work From Home,8
947022,13919,2025-06-01,Present,8
947023,13919,2025-07-01,Present,8
947024,13919,2025-08-01,Present,8
947025,13919,2025-09-01,Present,8
947026,13919,2025-10-01,Present,8
947027,13919,2025-11-01,Present,8
947028,13919,2025-12-01,Work From Home,8
947029,13920,2025-01-01,Present,8
947030,13920,2025-02-01,Work From Home,8
947031,13920,2025-03-01,Present,8
947032,13920,2025-04-01,Present,8
947033,13920,2025-05-01,Work From Home,8
947034,13920,2025-06-01,Work From Home,8
947035,13920,2025-07-01,Present,8
947036,13920,2025-08-01,Work From Home,8
947037,13920,2025-09-01,Present,8
947038,13920,2025-10-01,Absent,0
947039,13920,2025-11-01,Present,8
947040,13920,2025-12-01,Absent,0
947041,13921,2025-01-01,Present,8
947042,13921,2025-02-01,Present,8
947043,13921,2025-03-01,Present,8
947044,13921,2025-04-01,Leave,0
947045,13921,2025-05-01,Work From Home,8
947046,13921,2025-06-01,Present,8
947047,13921,2025-07-01,Present,8
947048,13921,2025-08-01,Present,8
947049,13921,2025-09-01,Present,8
947050,13921,2025-10-01,Present,8
947051,13921,2025-11-01,Present,8
947052,13921,2025-12-01,Present,8
947053,13922,2025-01-01,Present,8
947054,13922,2025-02-01,Present,8
947055,13922,2025-03-01,Present,8
947056,13922,2025-04-01,Present,8
947057,13922,2025-05-01,Present,8
947058,13922,2025-06-01,Present,8
947059,13922,2025-07-01,Present,8
947060,13922,2025-08-01,Present,8
947061,13922,2025-09-01,Present,8
947062,13922,2025-10-01,Present,8
947063,13922,2025-11-01,Present,8
947064,13922,2025-12-01,Work From Home,8
947065,13923,2025-01-01,Absent,0
947066,13923,2025-02-01,Present,8
947067,13923,2025-03-01,Present,8
947068,13923,2025-04-01,Present,8
947069,13923,2025-05-01,Present,8
947070,13923,2025-06-01,Present,8
947071,13923,2025-07-01,Present,8
947072,13923,2025-08-01,Present,8
947073,13923,2025-09-01,Work From Home,8
947074,13923,2025-10-01,Present,8
947075,13923,2025-11-01,Present,8
947076,13923,2025-12-01,Present,8
947077,13924,2025-01-01,Present,8
947078,13924,2025-02-01,Present,8
947079,13924,2025-03-01,Work From Home,8
947080,13924,2025-04-01,Present,8
947081,13924,2025-05-01,Leave,0
947082,13924,2025-06-01,Work From Home,8
947083,13924,2025-07-01,Present,8
947084,13924,2025-08-01,Work From Home,8
947085,13924,2025-09-01,Present,8
947086,13924,2025-10-01,Present,8
947087,13924,2025-11-01,Present,8
947088,13924,2025-12-01,Work From Home,8
947089,13925,2025-01-01,Leave,0
947090,13925,2025-02-01,Present,8
947091,13925,2025-03-01,Present,8
947092,13925,2025-04-01,Present,8
947093,13925,2025-05-01,Present,8
947094,13925,2025-06-01,Present,8
947095,13925,2025-07-01,Present,8
947096,13925,2025-08-01,Present,8
947097,13925,2025-09-01,Present,8
947098,13925,2025-10-01,Present,8
947099,13925,2025-11-01,Present,8
947100,13925,2025-12-01,Present,8
947101,13926,2025-01-01,Present,8
947102,13926,2025-02-01,Present,8
947103,13926,2025-03-01,Present,8
947104,13926,2025-04-01,Present,8
947105,13926,2025-05-01,Work From Home,8
947106,13926,2025-06-01,Present,8
947107,13926,2025-07-01,Leave,0
947108,13926,2025-08-01,Present,8
947109,13926,2025-09-01,Work From Home,8
947110,13926,2025-10-01,Present,8
947111,13926,2025-11-01,Present,8
947112,13926,2025-12-01,Work From Home,8
947113,13927,2025-01-01,Present,8
947114,13927,2025-02-01,Present,8
947115,13927,2025-03-01,Present,8
947116,13927,2025-04-01,Present,8
947117,13927,2025-05-01,Present,8
947118,13927,2025-06-01,Present,8
947119,13927,2025-07-01,Present,8
947120,13927,2025-08-01,Present,8
947121,13927,2025-09-01,Present,8
947122,13927,2025-10-01,Present,8
947123,13927,2025-11-01,Work From Home,8
947124,13927,2025-12-01,Present,8
947125,13928,2025-01-01,Present,8
947126,13928,2025-02-01,Present,8
947127,13928,2025-03-01,Present,8
947128,13928,2025-04-01,Present,8
947129,13928,2025-05-01,Absent,0
947130,13928,2025-06-01,Present,8
947131,13928,2025-07-01,Present,8
947132,13928,2025-08-01,Present,8
947133,13928,2025-09-01,Present,8
947134,13928,2025-10-01,Present,8
947135,13928,2025-11-01,Leave,0
947136,13928,2025-12-01,Present,8
947137,13929,2025-01-01,Present,8
947138,13929,2025-02-01,Present,8
947139,13929,2025-03-01,Present,8
947140,13929,2025-04-01,Present,8
947141,13929,2025-05-01,Leave,0
947142,13929,2025-06-01,Present,8
947143,13929,2025-07-01,Present,8
947144,13929,2025-08-01,Absent,0
947145,13929,2025-09-01,Present,8
947146,13929,2025-10-01,Work From Home,8
947147,13929,2025-11-01,Present,8
947148,13929,2025-12-01,Work From Home,8
947149,13930,2025-01-01,Present,8
947150,13930,2025-02-01,Present,8
947151,13930,2025-03-01,Absent,0
947152,13930,2025-04-01,Present,8
947153,13930,2025-05-01,Present,8
947154,13930,2025-06-01,Present,8
947155,13930,2025-07-01,Present,8
947156,13930,2025-08-01,Leave,0
947157,13930,2025-09-01,Absent,0
947158,13930,2025-10-01,Present,8
947159,13930,2025-11-01,Leave,0
947160,13930,2025-12-01,Absent,0
947161,13931,2025-01-01,Present,8
947162,13931,2025-02-01,Present,8
947163,13931,2025-03-01,Absent,0
947164,13931,2025-04-01,Leave,0
947165,13931,2025-05-01,Present,8
947166,13931,2025-06-01,Present,8
947167,13931,2025-07-01,Present,8
947168,13931,2025-08-01,Present,8
947169,13931,2025-09-01,Present,8
947170,13931,2025-10-01,Present,8
947171,13931,2025-11-01,Present,8
947172,13931,2025-12-01,Present,8
947173,13932,2025-01-01,Present,8
947174,13932,2025-02-01,Present,8
947175,13932,2025-03-01,Present,8
947176,13932,2025-04-01,Leave,0
947177,13932,2025-05-01,Work From Home,8
947178,13932,2025-06-01,Present,8
947179,13932,2025-07-01,Present,8
947180,13932,2025-08-01,Work From Home,8
947181,13932,2025-09-01,Present,8
947182,13932,2025-10-01,Work From Home,8
947183,13932,2025-11-01,Present,8
947184,13932,2025-12-01,Present,8
947185,13933,2025-01-01,Leave,0
947186,13933,2025-02-01,Leave,0
947187,13933,2025-03-01,Work From Home,8
947188,13933,2025-04-01,Present,8
947189,13933,2025-05-01,Work From Home,8
947190,13933,2025-06-01,Present,8
947191,13933,2025-07-01,Work From Home,8
947192,13933,2025-08-01,Leave,0
947193,13933,2025-09-01,Present,8
947194,13933,2025-10-01,Present,8
947195,13933,2025-11-01,Present,8
947196,13933,2025-12-01,Present,8
947197,13934,2025-01-01,Present,8
947198,13934,2025-02-01,Work From Home,8
947199,13934,2025-03-01,Present,8
947200,13934,2025-04-01,Present,8
947201,13934,2025-05-01,Absent,0
947202,13934,2025-06-01,Present,8
947203,13934,2025-07-01,Work From Home,8
947204,13934,2025-08-01,Present,8
947205,13934,2025-09-01,Present,8
947206,13934,2025-10-01,Present,8
947207,13934,2025-11-01,Work From Home,8
947208,13934,2025-12-01,Present,8
947209,13935,2025-01-01,Present,8
947210,13935,2025-02-01,Absent,0
947211,13935,2025-03-01,Present,8
947212,13935,2025-04-01,Present,8
947213,13935,2025-05-01,Present,8
947214,13935,2025-06-01,Present,8
947215,13935,2025-07-01,Present,8
947216,13935,2025-08-01,Leave,0
947217,13935,2025-09-01,Leave,0
947218,13935,2025-10-01,Present,8
947219,13935,2025-11-01,Present,8
947220,13935,2025-12-01,Present,8
947221,13936,2025-01-01,Present,8
947222,13936,2025-02-01,Present,8
947223,13936,2025-03-01,Present,8
947224,13936,2025-04-01,Present,8
947225,13936,2025-05-01,Leave,0
947226,13936,2025-06-01,Work From Home,8
947227,13936,2025-07-01,Present,8
947228,13936,2025-08-01,Present,8
947229,13936,2025-09-01,Present,8
947230,13936,2025-10-01,Present,8
947231,13936,2025-11-01,Present,8
947232,13936,2025-12-01,Absent,0
947233,13937,2025-01-01,Present,8
947234,13937,2025-02-01,Work From Home,8
947235,13937,2025-03-01,Present,8
947236,13937,2025-04-01,Present,8
947237,13937,2025-05-01,Present,8
947238,13937,2025-06-01,Present,8
947239,13937,2025-07-01,Leave,0
947240,13937,2025-08-01,Work From Home,8
947241,13937,2025-09-01,Absent,0
947242,13937,2025-10-01,Present,8
947243,13937,2025-11-01,Present,8
947244,13937,2025-12-01,Present,8
947245,13938,2025-01-01,Present,8
947246,13938,2025-02-01,Present,8
947247,13938,2025-03-01,Present,8
947248,13938,2025-04-01,Present,8
947249,13938,2025-05-01,Present,8
947250,13938,2025-06-01,Present,8
947251,13938,2025-07-01,Work From Home,8
947252,13938,2025-08-01,Work From Home,8
947253,13938,2025-09-01,Present,8
947254,13938,2025-10-01,Present,8
947255,13938,2025-11-01,Present,8
947256,13938,2025-12-01,Present,8
947257,13939,2025-01-01,Present,8
947258,13939,2025-02-01,Present,8
947259,13939,2025-03-01,Present,8
947260,13939,2025-04-01,Present,8
947261,13939,2025-05-01,Present,8
947262,13939,2025-06-01,Present,8
947263,13939,2025-07-01,Present,8
947264,13939,2025-08-01,Present,8
947265,13939,2025-09-01,Present,8
947266,13939,2025-10-01,Work From Home,8
947267,13939,2025-11-01,Present,8
947268,13939,2025-12-01,Absent,0
947269,13940,2025-01-01,Present,8
947270,13940,2025-02-01,Present,8
947271,13940,2025-03-01,Present,8
947272,13940,2025-04-01,Present,8
947273,13940,2025-05-01,Present,8
947274,13940,2025-06-01,Work From Home,8
947275,13940,2025-07-01,Present,8
947276,13940,2025-08-01,Absent,0
947277,13940,2025-09-01,Present,8
947278,13940,2025-10-01,Work From Home,8
947279,13940,2025-11-01,Present,8
947280,13940,2025-12-01,Present,8
947281,13941,2025-01-01,Present,8
947282,13941,2025-02-01,Leave,0
947283,13941,2025-03-01,Present,8
947284,13941,2025-04-01,Leave,0
947285,13941,2025-05-01,Present,8
947286,13941,2025-06-01,Absent,0
947287,13941,2025-07-01,Present,8
947288,13941,2025-08-01,Work From Home,8
947289,13941,2025-09-01,Present,8
947290,13941,2025-10-01,Present,8
947291,13941,2025-11-01,Present,8
947292,13941,2025-12-01,Work From Home,8
947293,13942,2025-01-01,Leave,0
947294,13942,2025-02-01,Present,8
947295,13942,2025-03-01,Present,8
947296,13942,2025-04-01,Work From Home,8
947297,13942,2025-05-01,Present,8
947298,13942,2025-06-01,Present,8
947299,13942,2025-07-01,Present,8
947300,13942,2025-08-01,Present,8
947301,13942,2025-09-01,Present,8
947302,13942,2025-10-01,Present,8
947303,13942,2025-11-01,Absent,0
947304,13942,2025-12-01,Absent,0
947305,13943,2025-01-01,Absent,0
947306,13943,2025-02-01,Work From Home,8
947307,13943,2025-03-01,Leave,0
947308,13943,2025-04-01,Present,8
947309,13943,2025-05-01,Present,8
947310,13943,2025-06-01,Present,8
947311,13943,2025-07-01,Present,8
947312,13943,2025-08-01,Present,8
947313,13943,2025-09-01,Present,8
947314,13943,2025-10-01,Leave,0
947315,13943,2025-11-01,Absent,0
947316,13943,2025-12-01,Present,8
947317,13944,2025-01-01,Present,8
947318,13944,2025-02-01,Present,8
947319,13944,2025-03-01,Present,8
947320,13944,2025-04-01,Leave,0
947321,13944,2025-05-01,Present,8
947322,13944,2025-06-01,Present,8
947323,13944,2025-07-01,Present,8
947324,13944,2025-08-01,Present,8
947325,13944,2025-09-01,Present,8
947326,13944,2025-10-01,Present,8
947327,13944,2025-11-01,Work From Home,8
947328,13944,2025-12-01,Present,8
947329,13945,2025-01-01,Leave,0
947330,13945,2025-02-01,Work From Home,8
947331,13945,2025-03-01,Present,8
947332,13945,2025-04-01,Present,8
947333,13945,2025-05-01,Present,8
947334,13945,2025-06-01,Present,8
947335,13945,2025-07-01,Work From Home,8
947336,13945,2025-08-01,Present,8
947337,13945,2025-09-01,Present,8
947338,13945,2025-10-01,Present,8
947339,13945,2025-11-01,Present,8
